City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,prince rupert,54.3161,-130.3201,46.49,71,75,32.21,CA,1710276875
281,mount pearl,47.5166,-52.7813,38.95,91,75,5.75,CA,1710276744
282,zaozersk,69.4005,32.4476,12.27,94,76,5.01,RU,1710276876
283,tazacorte,28.629,-17.9293,67.17,83,20,4.61,ES,1710276749
284,east london,-33.0153,27.9116,73.49,84,98,11.99,ZA,1710276683
285,arno,60.1167,18.6333,31.78,92,51,6.04,SE,1710276876
286,antofagasta,-23.65,-70.4,69.08,76,13,11.86,CL,1710276638
287,paphos,34.7667,32.4167,53.38,82,0,8.05,CY,1710276877
288,ouallam,14.3188,2.0866,97.05,22,92,12.33,NE,1710276877
289,yuzhno-kurilsk,44.0306,145.8556,31.37,65,100,19.98,RU,1710276668
290,severo-yeniseyskiy,60.3725,93.0408,-7.42,100,89,3.0,RU,1710276877
291,olyokminsk,60.3736,120.4264,-3.91,100,100,1.14,RU,1710276652
292,hotan,37.0997,79.9269,46.29,32,1,3.91,CN,1710276667
293,dergachi,51.2328,48.7659,20.23,95,13,8.05,RU,1710276878
294,cururupu,-1.8283,-44.8683,80.17,86,96,4.21,BR,1710276878
295,villa regina,-39.1,-67.0667,84.97,15,0,8.01,AR,1710276879
296,thunder bay,48.4001,-89.3168,51.71,43,20,8.05,CA,1710276455
297,sena madureira,-9.0656,-68.6569,85.89,72,100,2.13,BR,1710276724
298,holualoa,19.6228,-155.9522,77.77,75,40,6.91,US,1710276720
299,maintirano,-18.0667,44.0167,80.53,85,98,4.32,MG,1710276879
300,araguaina,-7.1911,-48.2072,80.37,86,92,4.76,BR,1710276880
301,kiama,-34.6833,150.8667,72.0,88,83,1.01,AU,1710276880
302,nuuk,64.1835,-51.7216,23.61,100,100,6.91,GL,1710276653
303,hola,51.5377,23.1902,39.38,96,100,7.83,PL,1710276880
304,south lake tahoe,38.9332,-119.9844,45.36,57,75,13.0,US,1710276867
305,petropavlovsk-kamchatsky,53.0452,158.6483,9.19,92,0,15.01,RU,1710276606
306,barentu,15.1139,37.5928,79.12,36,49,3.09,ER,1710276881
307,fale old settlement,-9.3852,-171.2468,85.46,73,48,12.3,TK,1710276683
308,val-d'or,48.1002,-77.7828,41.09,45,40,8.05,CA,1710276808
309,opuwo,-18.0607,13.84,73.24,61,57,10.89,NA,1710276657
310,leh,34.1667,77.5833,7.25,84,100,3.65,IN,1710276882
311,yangjiang,21.85,111.9667,62.64,78,89,7.16,CN,1710276882
312,la mira,18.035,-102.3266,87.4,45,66,13.24,MX,1710276883
313,lerwick,60.1545,-1.1494,44.6,93,100,22.73,GB,1710276883
314,quellon,-43.1167,-73.6167,59.2,66,92,9.53,CL,1710276666
315,lieksa,63.3167,30.0167,15.69,100,86,5.12,FI,1710276883
316,alvaraes,-3.2208,-64.8042,93.07,76,92,3.15,BR,1710276883
317,fuling,29.7022,107.3919,59.47,72,100,0.94,CN,1710276884
318,zhanaozen,43.3,52.8,29.26,67,0,5.97,KZ,1710276884
319,tolanaro,-25.0319,46.9987,80.67,89,40,16.11,MG,1710276598
320,carbonear,47.7332,-53.2148,40.23,88,91,4.16,CA,1710276837
321,conduaga,8.862,117.4893,75.63,88,59,7.81,PH,1710276885
322,as sulayyil,20.4607,45.5779,75.45,31,23,14.72,SA,1710276885
323,saltillo,25.4167,-101.0,76.42,31,75,5.01,MX,1710276885
324,brookings,44.3114,-96.7984,65.1,26,0,4.61,US,1710276736
325,xingcheng,40.6167,120.7167,39.51,43,100,6.62,CN,1710276885
326,sainte-marie,-20.8968,55.5496,78.96,65,0,16.11,RE,1710276886
327,labytnangi,66.6572,66.4183,10.38,82,100,21.05,RU,1710276886
328,coquimbo,-29.9533,-71.3436,73.13,60,0,14.97,CL,1710276474
329,sao gabriel da cachoeira,-0.1303,-67.0892,83.59,89,95,1.99,BR,1710276886
330,fernley,39.608,-119.2518,54.21,26,49,13.0,US,1710276887
331,shepparton,-36.3833,145.4,72.32,53,99,8.21,AU,1710276887
332,eureka,40.8021,-124.1637,56.93,81,100,15.01,US,1710276319
333,mulayjah,27.271,48.4242,62.44,26,68,5.48,SA,1710276887
334,iranshahr,27.2025,60.6848,68.34,34,0,4.61,IR,1710276887
335,karsun,54.1994,46.9827,21.49,97,91,4.14,RU,1710276888
336,el sauzal de rodriguez,31.9,-116.6833,63.41,62,88,14.43,MX,1710276888
337,porbandar,21.6422,69.6093,71.76,74,39,11.43,IN,1710276888
338,bereznik,62.8551,42.7072,27.46,93,100,7.76,RU,1710276888
339,pandharpur,17.6667,75.3333,82.87,28,4,14.94,IN,1710276889
340,dhidhdhoo,6.8833,73.1,81.9,76,33,4.68,MV,1710276889
341,pirallahi,40.4723,50.333,44.74,85,100,9.06,AZ,1710276889
342,kapuskasing,49.4169,-82.4331,50.09,37,75,4.61,CA,1710276664
343,langepas,61.2544,75.2124,-14.98,100,59,4.21,RU,1710276890
344,kuanda,56.3161,116.0806,9.91,94,86,1.66,RU,1710276890
345,kapit,2.0167,112.9333,75.09,99,100,0.6,MY,1710276890
346,balnearia,-31.0088,-62.6673,100.49,38,0,16.44,AR,1710276890
347,northam,51.0333,-4.2167,53.38,97,100,16.98,GB,1710276654
348,saki,8.6667,3.3833,85.24,59,98,9.37,NG,1710276891
349,azangaro,-14.9167,-70.2167,63.39,44,100,2.01,PE,1710276891
350,aral,40.5156,81.2636,47.08,27,6,6.26,CN,1710276891
351,freetown,8.484,-13.2299,83.91,74,75,16.11,SL,1710276891
352,dunedin,-45.8742,170.5036,54.81,54,2,15.01,NZ,1710276584
353,san antonio de pale,-1.4014,5.6325,84.22,79,100,7.67,GQ,1710276605
354,mao,39.8885,4.2658,55.96,82,20,6.91,ES,1710276892
355,shagonar,51.5333,92.8,11.77,96,94,2.1,RU,1710276892
356,kollo,13.3043,2.339,100.83,26,88,5.93,NE,1710276892
357,el calafate,-50.3408,-72.2768,54.01,51,7,15.57,AR,1710276893
358,richards bay,-28.783,32.0377,81.88,65,100,8.28,ZA,1710276680
359,onguday,50.75,86.15,31.35,94,100,3.4,RU,1710276759
360,ankazobe,-18.3167,47.1167,63.7,94,63,5.57,MG,1710276893
361,alo,7.4178,6.7371,87.28,65,100,7.14,NG,1710276730
362,saguenay,48.4168,-71.0657,31.08,76,100,13.8,CA,1710276662
363,diego de almagro,-26.3667,-70.05,83.23,23,0,11.39,CL,1710276894
364,magadan,59.5667,150.8,12.85,79,100,3.15,RU,1710276894
365,sikasso,10.9167,-7.0,92.14,13,95,5.37,ML,1710276894
366,buala,-8.145,159.5921,82.24,84,96,2.37,SB,1710276895
367,broken hill,-31.95,141.4333,78.55,29,59,4.88,AU,1710276895
368,tarauaca,-8.1614,-70.7656,86.52,82,100,1.32,BR,1710276747
369,rawson,-43.3002,-65.1023,72.75,31,0,12.57,AR,1710276507
370,imbituba,-28.24,-48.6703,80.85,78,7,12.12,BR,1710276787
371,malmberget,67.1753,20.6549,19.96,100,100,4.61,SE,1710276896
372,barra de santo antonio,-9.4047,-35.5072,85.28,78,100,10.09,BR,1710276896
373,saudarkrokur,65.7461,-19.6394,29.95,87,100,5.73,IS,1710276896
374,suva,-18.1416,178.4415,76.48,100,75,5.75,FJ,1710276896
375,queenstown,-31.8976,26.8753,61.74,83,68,5.73,ZA,1710276897
376,shimoda,34.6667,138.95,42.1,83,98,5.7,JP,1710276897
377,nieuw amsterdam,5.8833,-55.0833,89.76,55,20,11.5,SR,1710276897
378,ancud,-41.8697,-73.8203,58.03,76,79,12.19,CL,1710276587
379,lompoc,34.6391,-120.4579,69.78,66,75,9.22,US,1710276655
380,alice springs,-23.7,133.8833,74.75,46,1,1.14,AU,1710276670
381,nema,57.5067,50.5011,-1.14,100,81,3.33,RU,1710276898
382,tripoli,32.8752,13.1875,59.43,55,0,3.4,LY,1710276898
383,khandyga,62.6667,135.6,-15.07,95,99,3.38,RU,1710276899
384,serhiyivka,46.0272,30.3768,43.47,95,100,21.07,UA,1710276899
385,gordonvale,-17.0936,145.7842,74.98,100,42,4.45,AU,1710276595
386,westport,41.1415,-73.3579,65.95,28,0,14.97,US,1710276714
387,sao paulo de olivenca,-3.3783,-68.8725,84.9,76,100,2.73,BR,1710276899
388,san julian,21.0167,-102.1667,81.09,12,13,13.87,MX,1710276900
389,bodaybo,57.8506,114.1933,19.89,96,100,3.62,RU,1710276900
390,polyarnyy,69.1989,33.4478,21.18,75,98,14.92,RU,1710276900
391,sarmiento,-45.5882,-69.07,63.66,31,76,32.01,AR,1710276900
392,kargopol',61.5071,38.9456,28.51,94,100,6.89,RU,1710276901
393,sasebo,33.1592,129.7228,48.0,79,100,7.58,JP,1710276901
394,poronaysk,49.2167,143.1167,-3.82,95,5,4.56,RU,1710276688
395,ikot ekpene,5.1794,7.7108,82.47,81,100,3.94,NG,1710276902
396,delijan,33.9905,50.6838,48.65,35,0,2.62,IR,1710276902
397,mbanza kongo,-6.267,14.2401,73.67,91,100,2.77,AO,1710276902
398,chaihe,44.7667,129.7,11.62,96,93,1.92,CN,1710276903
399,ternate,0.8,127.4,79.18,84,96,5.99,ID,1710276903
400,shizunai-furukawacho,42.3339,142.3669,30.34,75,86,16.93,JP,1710276903
401,eforie sud,44.0229,28.6494,45.81,98,100,13.09,RO,1710276904
402,manta,-0.95,-80.7333,83.98,75,40,11.5,EC,1710276616
403,dunay,42.8803,132.3375,26.73,63,7,3.62,RU,1710276904
404,utrik,11.2278,169.8474,80.33,75,100,23.58,MH,1710276591
405,shimokizukuri,40.8061,140.3861,35.94,85,75,14.63,JP,1710276905
406,nyahururu,0.0421,36.3673,57.33,71,64,8.32,KE,1710276905
407,laghouat,33.8,2.8651,53.71,25,0,4.63,DZ,1710276905
408,robertsport,6.7533,-11.3686,80.42,87,98,8.43,LR,1710276905
409,nagqu,31.5,92.0,17.82,47,10,3.71,CN,1710276593
410,huambo,-12.7761,15.7392,64.2,88,100,6.91,AO,1710276906
411,viseu,40.661,-7.9097,50.74,83,94,2.46,PT,1710276908
412,qarauyl,48.9451,79.255,22.06,90,100,11.14,KZ,1710276908
413,sete,43.4018,3.6966,55.26,67,39,13.04,FR,1710276908
414,uturoa,-16.7333,-151.4333,83.98,78,28,12.08,PF,1710276652
415,andergrove,-21.0833,149.1833,75.65,87,77,13.85,AU,1710276909
416,kourou,5.1552,-52.6478,86.05,88,89,8.48,GF,1710276909
417,kosh-agach,50.0,88.6667,11.3,81,81,3.04,RU,1710276909
418,lubao,14.9167,120.55,80.31,85,100,3.89,PH,1710276910
419,revda,56.801,59.9303,-2.81,100,84,2.91,RU,1710276910
420,chake chake,-5.2459,39.7666,80.94,78,96,6.31,TZ,1710276910
421,martapura,-3.4167,114.85,78.89,100,75,3.44,ID,1710276911
422,valley city,46.9233,-98.0032,55.92,35,0,6.91,US,1710276711
423,gebeit,21.0667,36.3167,74.41,49,43,3.44,SD,1710276712
424,flin flon,54.7682,-101.865,30.04,64,20,8.05,CA,1710276734
425,taichung,24.1469,120.6839,64.49,74,20,2.3,TW,1710276911
426,barcelos,41.5388,-8.6151,56.91,88,75,2.48,PT,1710276860
427,island harbour,50.724,-1.2758,53.67,94,100,11.99,GB,1710276662
428,crane,31.3974,-102.3501,78.62,14,100,8.88,US,1710276710
429,kill devil hills,36.0307,-75.676,71.6,26,0,3.44,US,1710276913
430,khanty-mansiysk,61.0042,69.0019,-7.49,71,0,0.0,RU,1710276913
431,saint-philippe,-21.3585,55.7679,78.39,79,38,11.9,RE,1710276914
432,camacupa,-12.0167,17.4833,62.15,97,99,3.6,AO,1710276914
433,norfolk,42.1668,-71.2495,57.07,35,0,17.27,US,1710276489
434,praia da vitoria,38.7333,-27.0667,62.85,77,40,8.63,PT,1710276599
435,zuni pueblo,35.0725,-108.8506,59.63,23,69,20.83,US,1710276915
436,kavaratti,10.5669,72.642,81.99,73,24,7.85,IN,1710276915
437,kargat,55.1956,80.2811,2.3,99,91,6.64,RU,1710276915
438,veraval,20.9,70.3667,72.34,57,6,13.27,IN,1710276915
439,boguchany,58.3814,97.4531,1.85,100,100,1.99,RU,1710276916
440,penalva,-3.2942,-45.1736,79.75,89,86,4.7,BR,1710276916
441,swift current,50.2834,-107.8014,49.01,57,75,4.61,CA,1710276916
442,prado,-17.3411,-39.2208,78.93,88,42,7.34,BR,1710276916
443,makhambet,47.6667,51.5833,28.81,63,68,8.34,KZ,1710276917
444,aoulef,26.9667,1.0833,73.83,17,100,10.18,DZ,1710276917
445,pasni,25.2631,63.471,72.68,79,0,7.99,PK,1710276917
446,bubaque,11.2833,-15.8333,78.93,70,29,14.88,GW,1710276586
447,smithers,54.7804,-127.1743,41.32,65,75,9.22,CA,1710276918
448,porto tolle,44.9497,12.3245,51.53,82,7,5.21,IT,1710276918
449,ganghwa-gun,37.7472,126.4856,35.49,62,7,3.65,KR,1710276919
450,port lincoln,-34.7333,135.8667,66.85,84,100,13.98,AU,1710276685
451,conde,-7.2597,-34.9075,85.46,79,75,4.61,BR,1710276919
452,altus,34.6381,-99.334,80.98,28,0,9.22,US,1710276919
453,kerikeri,-35.2268,173.9474,70.92,90,100,1.01,NZ,1710276649
454,wagga wagga,-35.1167,147.3667,73.85,65,61,6.02,AU,1710276920
455,yorkton,51.2167,-102.4677,31.84,86,0,2.3,CA,1710276920
456,hammamet,36.4,10.6167,58.86,76,0,15.48,TN,1710276920
457,bodo,67.28,14.405,30.78,65,0,10.36,NO,1710276920
458,san sebastian de la gomera,28.0916,-17.1133,67.37,77,0,10.36,ES,1710276921
459,katrineholm,58.9959,16.2072,33.73,93,100,2.8,SE,1710276921
460,howard springs,-12.497,131.047,76.91,96,100,2.19,AU,1710276921
461,auki,-8.7676,160.7034,80.46,86,93,2.77,SB,1710276922
462,charters towers,-20.1,146.2667,69.8,80,22,8.43,AU,1710276777
463,eyl,7.9803,49.8164,79.88,76,15,10.94,SO,1710276922
464,nguigmi,14.2495,13.1092,86.13,17,2,11.18,NE,1710276923
465,bairnsdale,-37.8333,147.6167,64.06,93,100,3.42,AU,1710276923
466,fairlawn,41.1278,-81.6098,67.33,36,0,16.11,US,1710276923
467,kenai,60.5544,-151.2583,33.89,64,0,25.32,US,1710276674
468,visby,57.6409,18.296,35.82,93,100,2.3,SE,1710276924
469,turpan,42.9333,89.1667,52.38,26,1,1.68,CN,1710276924
470,willemstad,12.1084,-68.9335,85.91,70,40,16.11,CW,1710276679
471,al ghayzah,16.2079,52.176,78.08,80,27,5.57,YE,1710276689
472,ciudad serdan,18.9833,-97.45,74.14,21,11,13.76,MX,1710276925
473,zaqatala,41.6336,46.6433,39.67,70,20,9.22,AZ,1710276925
474,bonoua,5.2741,-3.595,82.02,82,100,5.68,CI,1710276925
475,azadshahr,34.7909,48.5707,32.49,86,0,6.91,IR,1710276925
476,panjab,34.388,67.0233,22.15,98,100,3.13,AF,1710276926
477,aconibe,1.2968,10.9369,71.62,96,68,3.02,GQ,1710276926
478,san miguel,13.4833,-88.1833,103.6,27,0,10.36,SV,1710276648
479,puerto princesa,9.7392,118.7353,75.36,89,91,4.45,PH,1710276926
480,geraldton,-28.7667,114.6,68.41,88,0,8.05,AU,1710276689
481,lame,10.4415,9.2396,83.57,14,89,3.71,NG,1710276927
482,weston-super-mare,51.346,-2.9766,55.04,91,100,9.22,GB,1710276927
483,port saint john's,-31.6229,29.5448,77.14,76,100,11.81,ZA,1710276731
484,ventersburg,-28.0856,27.1381,74.23,30,99,5.23,ZA,1710276928
485,wabag,-5.4781,143.7021,58.15,99,100,0.38,PG,1710276928
486,canico,32.6333,-16.85,68.0,95,75,19.57,PT,1710276928
487,anar darah,32.7587,61.654,42.22,65,2,16.46,AF,1710276928
488,sokol,59.4617,40.1206,30.97,94,100,6.26,RU,1710276929
489,newman,37.3138,-121.0208,63.05,74,90,4.0,US,1710276929
490,persembe,41.0656,37.7714,45.82,63,100,6.62,TR,1710276929
491,kalabo,-14.97,22.6814,69.53,85,88,5.88,ZM,1710276929
492,aioun,16.6614,-9.6149,86.99,14,92,10.87,MR,1710276930
493,happy valley-goose bay,53.3168,-60.3315,34.11,80,75,13.8,CA,1710276930
494,kyaikkami,16.08,97.5675,80.35,61,32,7.14,MM,1710276930
495,plastun,44.7561,136.2939,19.4,65,1,6.42,RU,1710276930
496,kidal,18.4411,1.4078,87.17,12,71,12.97,ML,1710276931
497,palembang,-2.9167,104.7458,75.29,94,40,5.75,ID,1710276931
498,wewak,-3.5534,143.6268,77.74,91,100,9.31,PG,1710276931
499,oyama,36.3,139.8,49.59,55,96,10.47,JP,1710276829
500,saint-yrieix-la-perche,45.516,1.2057,48.69,94,100,2.26,FR,1710276932
501,mbanza-ngungu,-5.25,14.8667,75.49,80,70,2.93,CD,1710276932
502,qui nhon,13.7667,109.2333,71.64,92,99,5.91,VN,1710276932
503,srpska crnja,45.7233,20.6886,43.99,90,92,7.56,RS,1710276932
504,tamanrasset,22.785,5.5228,69.71,12,0,4.61,DZ,1710276933
505,kapoeta,4.7717,33.5903,88.36,27,100,13.22,SS,1710276933
506,pokhara,28.2333,83.9833,62.1,32,0,7.05,NP,1710276710
507,luderitz,-26.6481,15.1594,68.79,65,97,18.45,NA,1710276617
508,puerto el triunfo,13.2833,-88.55,104.86,50,2,9.1,SV,1710276933
509,lihue,21.9789,-159.3672,78.04,82,75,10.36,US,1710276726
510,yugorsk,61.3133,63.3319,-5.12,100,50,4.41,RU,1710276841
511,dzuunharaa,48.8523,106.4579,11.17,93,13,3.38,MN,1710276934
512,nizhniy kuranakh,58.8353,125.4869,3.69,99,99,3.33,RU,1710276934
513,touros,-5.1989,-35.4608,82.65,77,42,6.29,BR,1710276729
514,guanica,17.9716,-66.908,84.51,50,18,9.89,PR,1710276935
515,barabai,-2.5833,115.3833,74.98,99,100,2.17,ID,1710276935
516,namsos,64.4662,11.4957,28.45,69,100,11.5,NO,1710276837
517,daoukro,7.0591,-3.9631,80.31,81,100,3.29,CI,1710276936
518,vanimo,-2.6741,141.3028,77.27,92,100,2.84,PG,1710276587
519,walvis bay,-22.9575,14.5053,67.15,77,66,5.75,NA,1710276936
520,cooma,-36.2333,149.1333,67.84,69,79,2.53,AU,1710276936
521,san luis,-33.295,-66.3356,81.5,71,61,25.52,AR,1710276779
522,oranjemund,-28.55,16.4333,62.4,92,77,9.93,NA,1710276937
523,lhasa,29.65,91.1,35.44,55,4,4.43,CN,1710276727
524,macon,39.8667,-88.9668,71.35,40,0,21.85,US,1710276937
525,kolonia town,6.964,158.206,82.4,78,100,13.8,FM,1710276938
526,grand falls-windsor,48.9332,-55.6649,35.51,93,100,9.04,CA,1710276938
527,bahir dar,11.5936,37.3908,70.56,57,100,10.29,ET,1710276938
528,codrington,-38.2667,141.9667,57.27,84,100,9.73,AU,1710276682
529,villanueva,15.3167,-88.0,91.04,55,40,16.11,HN,1710276939
530,thaba-tseka,-29.522,28.6084,58.84,67,100,3.18,LS,1710276939
531,alappuzha,9.49,76.3264,79.88,77,6,3.71,IN,1710276939
532,tocopilla,-22.092,-70.1979,74.25,71,36,12.75,CL,1710276713
533,holalkere,14.0333,76.1833,76.84,61,36,3.13,IN,1710276940
534,atar,20.5169,-13.0499,77.23,14,2,7.16,MR,1710276940
535,brisas de zicatela,15.8369,-97.0419,85.87,61,1,7.34,MX,1710276656
536,igarka,67.4667,86.5833,-14.22,100,100,11.45,RU,1710276690
537,manicore,-5.8092,-61.3003,84.33,76,95,2.73,BR,1710276940
538,gaspe,48.8334,-64.4819,34.02,93,100,8.05,CA,1710276941
539,makurazaki,31.2667,130.3167,48.81,74,7,15.12,JP,1710276941
540,yashkul',46.1711,45.3435,31.37,54,1,4.54,RU,1710276941
541,abepura,-2.6333,140.5833,76.01,100,20,1.14,ID,1710276941
542,san angelo,31.4638,-100.437,77.59,52,0,16.11,US,1710276942
543,port arthur,38.8,121.2667,43.02,66,93,15.17,CN,1710276942
544,siwa oasis,29.2041,25.5195,67.01,27,5,4.99,EG,1710276942
545,alofi,-19.0595,-169.9187,84.09,84,75,11.5,NU,1710276942
546,ketchikan,55.3422,-131.6461,43.27,87,100,5.75,US,1710276943
547,tira sujanpur,31.8333,76.5,59.92,53,100,4.56,IN,1710276943
548,coyhaique,-45.5752,-72.0662,57.15,54,75,10.36,CL,1710276891
549,riohacha,11.5444,-72.9072,88.57,55,13,17.76,CO,1710276943
550,xilin hot,43.9667,116.0333,19.26,69,4,2.35,CN,1710276943
551,staryye ozinki,51.1786,49.6769,18.23,96,32,6.55,RU,1710276944
552,camocim,-2.9022,-40.8411,81.66,82,83,9.42,BR,1710276944
553,port augusta,-32.5,137.7667,79.65,34,100,1.41,AU,1710276944
554,cooper's town,26.8667,-77.5167,68.99,61,1,8.05,BS,1710276944
555,umm kaddadah,13.6017,26.6876,83.55,11,98,7.23,SD,1710276944
556,hammerfest,70.6634,23.6821,21.65,68,75,3.44,NO,1710276945
557,ciudad del carmen,18.6333,-91.8333,84.07,66,23,10.18,MX,1710276816
558,dalnegorsk,44.5604,135.5701,13.82,84,7,4.56,RU,1710276721
559,pangobilian,8.8011,117.8594,75.65,86,46,3.24,PH,1710276946
560,bathurst,-33.4166,149.5806,60.71,62,96,3.0,AU,1710276692
